zs_id,seg_type,x_left,x_right,y_bottom,y_top
1,down,136,153,528.010009765625,549.5
2,down,197,209,606.9000244140625,614.780029296875
3,down,475,488,476.0,491.6499938964844
1,up,42,61,442.7999877929688,463.0
2,up,81,100,511.8399963378906,528.0
3,up,245,263,673.0999755859375,703.5800170898438
4,up,324,341,560.0,561.77001953125
5,up,344,369,540.0,587.0
6,up,402,427,509.9599914550781,533.3800048828125
