from_idx,from_price,to_idx,to_price,label
59,1457.0,209,704.5,XSG->XXD (蓝色实线，向下线段)
209,704.5,229,1114.0,XXD->XSG (蓝色实线，向上线段)
7,1019.0,59,1457.0,D@k7->XSG (黄色虚线，向上线段)
229,1114.0,253,921.0,XSG->D@k253 (黄色实线，向下线段)
