from_idx,from_price,to_idx,to_price,label
20,247.0,70,152.0,XSG->XXD (蓝色实线，向下线段)
70,152.0,112,202.0,XXD->XSG (蓝色实线，向上线段)
112,202.0,137,157.0,XSG->XXD (蓝色实线，向下线段)
137,157.0,159,218.5,XXD->XSG (蓝色实线，向上线段)
159,218.5,197,156.5,XSG->XXD (蓝色实线，向下线段)
197,156.5,241,194.5,XXD->XSG (蓝色实线，向上线段)
300,232.5,334,106.5,XSG->XXD (蓝色实线，向下线段)
8,220.5,20,247.0,D@k8->XSG (黄色虚线，向上线段)
334,106.5,372,131.0,XXD->G@k372 (黄色实线，向上线段)
