from_idx,from_price,to_idx,to_price,label
60,51.0,79,33.20000076293945,XSG->XXD (蓝色实线，向下线段)
79,33.20000076293945,194,53.59999847412109,XXD->XSG (蓝色实线，向上线段)
194,53.59999847412109,220,39.0,XSG->XXD (蓝色实线，向下线段)
220,39.0,244,53.79999923706055,XXD->XSG (蓝色实线，向上线段)
7,33.79999923706055,60,51.0,D@k7->XSG (黄色虚线，向上线段)
244,53.79999923706055,358,28.399999618530277,XSG->D@k358 (黄色实线，向下线段)
