zs_id,seg_type,x_left,x_right,y_bottom,y_top
1,down,63,78,31.8799991607666,32.20000076293945
2,down,84,107,28.71999931335449,30.239999771118164
3,down,175,194,20.790000915527344,20.8799991607666
4,down,299,319,21.34000015258789,22.5
5,down,390,405,31.5,35.560001373291016
1,up,141,161,23.36000061035156,25.459999084472656
2,up,253,267,21.18000030517578,23.0
3,up,473,500,101.22000122070312,117.0
4,up,504,515,109.1999969482422,119.87999725341795
