from_idx,from_price,to_idx,to_price,label
76,250.8000030517578,95,298.79998779296875,XXD->XSG (蓝色实线，向上线段)
95,298.79998779296875,213,230.6000061035156,XSG->XXD (蓝色实线，向下线段)
213,230.6000061035156,232,258.6000061035156,XXD->XSG (蓝色实线，向上线段)
232,258.6000061035156,258,218.6000061035156,XSG->XXD (蓝色实线，向下线段)
258,218.6000061035156,352,287.6000061035156,XXD->XSG (蓝色实线，向上线段)
15,323.0,76,250.8000030517578,G@k15->XXD (黄色虚线，向下线段)
352,287.6000061035156,368,264.79998779296875,XSG->D@k368 (黄色实线，向下线段)
