zs_id,seg_type,x_left,x_right,y_bottom,y_top
1,down,62,77,46.91999816894531,51.54999923706055
2,down,300,313,33.709999084472656,38.58000183105469
1,up,375,406,37.29999923706055,40.560001373291016
2,up,414,435,41.20000076293945,41.7599983215332
3,up,551,560,114.0,132.8800048828125
