zs_id,seg_type,x_left,x_right,y_bottom,y_top
1,down,86,103,122.3000030517578,127.98999786376952
2,down,148,168,104.4000015258789,104.9499969482422
3,down,171,194,100.66000366210938,102.4499969482422
4,down,219,232,85.87999725341797,87.19999694824219
5,down,235,255,81.5999984741211,83.38999938964844
6,down,388,408,84.87000274658203,88.80000305175781
1,up,116,128,116.0999984741211,120.87999725341795
