zs_id,seg_type,x_left,x_right,y_bottom,y_top
1,down,78,94,184.6000061035156,198.3999938964844
2,down,104,114,149.60000610351562,152.0
3,down,305,323,44.79999923706055,52.79999923706055
1,up,154,177,94.1999969482422,109.5999984741211
2,up,246,264,59.20000076293945,65.80000305175781
3,up,341,364,30.200000762939453,34.400001525878906
4,up,386,410,39.0,51.0
