idx,datetime,open,high,low,close
0,2026-03-23 10:00,100.02,105.48,99.98,104.76
1,2026-03-23 10:30,104.76,105.1,101.81,101.81
2,2026-03-23 11:00,101.81,101.99,100.9,101.5
3,2026-03-23 14:00,101.42,100.83,99.68,100.18
4,2026-03-23 14:30,100.12,100.18,99.52,99.91
5,2026-03-23 15:00,99.91,99.91,97.0,98.81
6,2026-03-24 11:30,102.98,112.0,107.09,107.1
7,2026-03-24 13:30,107.07,107.07,105.9,105.92
8,2026-03-24 14:00,105.92,106.38,105.6,105.91
9,2026-03-24 14:30,105.89,108.99,105.68,108.93
10,2026-03-24 15:00,108.99,110.0,108.53,109.71
11,2026-03-25 10:30,107.01,108.5,106.06,107.53
12,2026-03-25 11:00,107.5,109.51,106.95,109.4
13,2026-03-25 11:30,109.6,109.67,108.09,108.67
14,2026-03-26 10:00,108.65,125.7,110.0,125.7
15,2026-03-26 10:30,125.9,128.17,120.88,121.23
16,2026-03-26 11:30,121.75,122.0,120.5,121.93
17,2026-03-26 14:00,121.93,121.49,120.01,120.54
18,2026-03-26 14:30,120.66,120.8,119.6,119.69
19,2026-03-26 15:00,119.68,120.5,119.51,119.89
20,2026-03-27 10:30,120.0,125.58,120.96,125.0
21,2026-03-27 11:30,125.0,131.33,126.48,128.0
22,2026-03-27 13:30,128.2,135.06,128.17,134.5
23,2026-03-27 14:00,134.5,137.89,133.0,133.0
24,2026-03-27 14:30,133.0,133.73,131.93,132.72
25,2026-03-30 10:00,132.62,132.8,128.0,130.2
26,2026-03-30 10:30,130.2,130.2,125.84,126.56
27,2026-03-30 11:00,126.53,127.5,125.2,126.92
28,2026-03-30 11:30,126.86,128.48,126.3,128.42
29,2026-03-30 13:30,128.42,129.57,127.0,127.9
30,2026-03-30 14:00,127.9,129.7,127.49,129.7
31,2026-03-30 15:00,129.8,131.22,129.8,130.78
32,2026-03-31 10:30,127.47,125.96,123.23,124.7
33,2026-03-31 11:00,124.55,124.99,121.87,122.8
34,2026-03-31 11:30,122.7,122.98,121.8,122.31
35,2026-03-31 13:30,122.79,123.9,122.2,122.79
36,2026-03-31 14:00,122.8,124.31,122.8,122.84
37,2026-03-31 14:30,122.84,123.15,122.1,122.98
38,2026-04-01 10:30,122.65,120.6,116.0,120.24
39,2026-04-01 11:00,120.25,123.96,120.05,122.2
40,2026-04-01 11:30,122.11,122.26,119.76,119.76
41,2026-04-02 10:00,119.76,121.6,119.0,122.26
42,2026-04-02 10:30,122.23,124.37,120.08,120.1
43,2026-04-02 11:00,120.08,121.0,119.68,120.19
44,2026-04-02 11:30,120.09,120.47,118.58,119.03
45,2026-04-02 13:30,118.94,119.5,118.21,118.58
46,2026-04-02 14:00,118.71,119.87,118.33,118.76
47,2026-04-02 14:30,118.76,119.88,118.41,119.43
48,2026-04-02 15:00,119.3,119.95,118.8,119.8
49,2026-04-03 10:00,116.37,118.5,110.51,111.0
50,2026-04-03 10:30,110.92,111.0,109.2,111.0
51,2026-04-03 11:30,111.0,111.98,110.88,111.24
52,2026-04-03 13:30,111.26,112.24,111.0,111.77
53,2026-04-03 14:00,111.78,113.1,111.67,112.43
54,2026-04-07 10:00,112.41,114.25,112.23,112.87
55,2026-04-07 10:30,112.87,113.52,112.02,112.65
56,2026-04-07 13:30,112.68,112.26,111.0,112.1
57,2026-04-07 14:00,112.1,112.73,111.91,112.0
58,2026-04-08 10:00,112.0,115.0,112.18,114.3
59,2026-04-08 11:30,114.18,115.4,114.26,114.35
60,2026-04-08 14:00,114.56,115.79,115.2,115.47
61,2026-04-09 10:00,115.46,115.5,112.02,116.8
62,2026-04-09 11:00,116.8,120.0,117.02,117.27
63,2026-04-09 11:30,117.26,117.67,116.7,117.41
64,2026-04-09 13:30,117.41,117.63,115.67,117.63
65,2026-04-09 15:00,117.53,117.88,116.84,117.45
66,2026-04-10 10:30,117.0,123.67,120.62,120.62
67,2026-04-10 11:00,120.62,120.96,119.3,119.67
68,2026-04-10 13:30,119.66,119.99,118.6,120.34
69,2026-04-10 14:00,120.34,121.65,120.12,121.64
70,2026-04-10 14:30,121.58,121.58,120.0,120.38
71,2026-04-13 10:30,120.3,122.0,120.47,121.3
72,2026-04-13 11:30,121.5,120.8,119.74,120.8
73,2026-04-13 14:30,120.8,126.88,125.2,125.88
74,2026-04-14 10:00,125.88,125.98,122.57,125.83
75,2026-04-14 10:30,125.75,127.88,125.5,125.9
76,2026-04-14 14:00,125.72,125.3,123.68,124.6
77,2026-04-14 14:30,124.59,126.79,124.58,126.79
78,2026-04-14 15:00,126.79,140.0,126.54,135.0
79,2026-04-15 10:00,131.13,131.14,126.37,126.57
80,2026-04-15 10:30,126.5,127.42,125.35,125.95
81,2026-04-15 11:00,126.0,126.17,125.02,125.53
82,2026-04-15 11:30,125.48,125.59,124.58,125.23
83,2026-04-15 13:30,125.4,126.98,125.01,125.66
84,2026-04-15 14:00,125.88,126.0,124.5,124.65
85,2026-04-15 14:30,124.65,124.66,122.83,123.69
86,2026-04-16 10:00,123.69,123.79,122.3,127.2
87,2026-04-16 11:30,127.28,128.21,125.01,125.84
88,2026-04-16 13:30,125.85,125.9,124.88,124.88
89,2026-04-16 14:00,124.88,125.33,124.3,125.23
90,2026-04-17 10:30,125.23,127.99,125.0,125.5
91,2026-04-17 11:00,125.5,125.58,124.33,124.83
92,2026-04-17 11:30,124.79,124.9,123.61,124.73
93,2026-04-17 14:00,124.73,127.16,125.09,125.36
94,2026-04-17 15:00,125.36,125.03,124.35,124.83
95,2026-04-20 10:00,123.9,124.83,122.27,124.41
96,2026-04-20 10:30,124.4,125.8,123.65,123.88
97,2026-04-20 11:30,123.81,124.35,123.38,123.8
98,2026-04-20 13:30,123.85,124.4,123.44,123.8
99,2026-04-20 14:00,123.79,124.1,123.2,123.2
100,2026-04-20 14:30,123.23,124.8,123.22,124.61
101,2026-04-21 10:00,124.64,126.93,124.49,125.92
102,2026-04-21 10:30,125.5,126.95,125.3,126.95
103,2026-04-21 14:00,126.95,129.99,128.4,128.59
104,2026-04-22 10:00,128.55,128.43,126.32,127.17
105,2026-04-22 11:30,127.95,125.9,124.88,125.65
106,2026-04-22 14:00,125.68,126.2,125.23,125.8
107,2026-04-22 15:00,125.76,127.5,126.6,127.26
108,2026-04-23 14:00,122.0,118.44,117.0,117.71
109,2026-04-23 14:30,117.71,118.38,116.7,116.76
110,2026-04-24 10:00,116.76,116.76,114.1,116.0
111,2026-04-24 10:30,116.01,117.5,116.01,116.8
112,2026-04-24 11:30,116.8,119.78,117.77,117.99
113,2026-04-24 13:30,118.28,119.18,117.6,118.81
114,2026-04-24 14:00,118.85,119.3,118.6,119.14
115,2026-04-24 14:30,119.15,120.49,118.96,120.09
116,2026-04-24 15:00,120.01,120.88,119.28,119.92
117,2026-04-27 10:00,117.0,120.47,117.0,119.78
118,2026-04-27 10:30,119.9,121.3,119.06,121.3
119,2026-04-27 11:30,121.32,122.48,121.3,121.7
120,2026-04-28 10:00,121.7,121.54,117.38,118.11
121,2026-04-28 10:30,118.18,118.18,116.1,117.91
122,2026-04-28 11:00,117.91,119.31,117.3,119.31
123,2026-04-28 11:30,119.39,120.38,118.89,120.11
124,2026-04-28 13:30,120.11,121.0,119.03,119.5
125,2026-04-28 14:00,119.0,119.1,117.6,118.51
126,2026-04-28 14:30,118.25,118.48,117.37,117.66
127,2026-04-28 15:00,117.66,117.82,116.44,116.47
128,2026-04-29 10:00,115.99,117.0,114.78,116.6
129,2026-04-29 11:00,116.6,117.61,115.65,117.36
130,2026-04-29 11:30,117.35,119.49,117.09,119.35
131,2026-04-29 13:30,119.36,125.12,119.36,124.52
132,2026-04-29 14:00,124.7,126.66,123.5,126.19
133,2026-04-29 14:30,126.19,127.25,125.58,125.67
134,2026-04-29 15:00,125.71,126.01,125.29,125.88
135,2026-04-30 10:00,110.77,117.0,110.77,112.82
136,2026-04-30 13:30,112.89,112.3,108.8,112.17
137,2026-04-30 14:00,112.16,112.99,112.12,112.56
138,2026-04-30 14:30,112.55,112.61,110.88,110.89
139,2026-05-06 10:00,110.89,111.01,108.0,111.5
140,2026-05-06 10:30,111.49,111.87,110.94,111.77
141,2026-05-06 14:00,111.72,114.35,113.45,113.88
142,2026-05-07 11:00,113.81,111.5,110.6,110.7
143,2026-05-07 11:30,110.7,111.17,110.53,110.62
144,2026-05-07 13:30,110.62,110.8,109.0,110.0
145,2026-05-07 14:30,109.98,111.07,110.04,110.1
146,2026-05-08 10:30,110.11,110.13,107.02,107.22
147,2026-05-08 11:00,107.22,107.36,105.53,105.56
148,2026-05-08 11:30,105.6,106.26,104.4,105.52
149,2026-05-08 13:30,105.52,106.68,105.52,105.91
150,2026-05-08 14:00,105.91,106.0,105.45,105.68
151,2026-05-11 10:00,105.63,105.59,104.74,105.89
152,2026-05-11 11:00,105.82,106.8,105.65,106.31
153,2026-05-11 11:30,106.33,107.0,106.1,106.68
154,2026-05-11 13:30,106.7,106.7,105.78,106.09
155,2026-05-11 14:00,106.09,106.18,105.76,105.91
156,2026-05-11 14:30,105.92,106.83,105.92,106.77
157,2026-05-11 15:00,106.79,107.31,106.57,107.31
158,2026-05-12 10:00,107.24,107.24,103.7,103.9
159,2026-05-12 11:00,103.9,104.51,103.03,104.3
160,2026-05-12 11:30,104.3,105.4,104.21,104.64
161,2026-05-12 13:30,104.82,104.84,103.5,103.81
162,2026-05-12 14:00,103.8,103.8,103.1,103.55
163,2026-05-12 14:30,103.58,104.33,103.38,104.25
164,2026-05-13 10:00,104.3,105.16,104.18,102.87
165,2026-05-13 11:30,102.87,103.63,102.81,103.55
166,2026-05-13 13:30,103.56,103.88,103.18,103.24
167,2026-05-13 14:30,103.32,104.44,103.7,103.93
168,2026-05-13 15:00,103.93,104.95,103.91,104.81
169,2026-05-14 10:30,104.8,102.7,101.52,102.42
170,2026-05-14 11:00,102.22,102.22,101.09,101.58
171,2026-05-14 14:00,101.6,101.6,100.66,101.1
172,2026-05-14 14:30,101.09,102.14,101.0,101.81
173,2026-05-14 15:00,101.81,101.81,100.66,100.66
174,2026-05-15 11:00,101.32,103.92,102.7,102.71
175,2026-05-15 11:30,102.71,103.4,102.54,103.24
176,2026-05-15 13:30,103.08,104.51,102.57,103.89
177,2026-05-15 14:00,103.88,103.88,102.33,102.33
178,2026-05-15 14:30,102.33,102.55,101.81,101.99
179,2026-05-15 15:00,102.0,102.48,101.39,101.96
180,2026-05-18 11:30,102.08,101.34,98.0,100.71
181,2026-05-18 13:30,100.71,101.91,100.38,100.59
182,2026-05-18 14:00,100.59,100.96,100.03,100.04
183,2026-05-18 14:30,100.04,100.43,99.76,100.19
184,2026-05-19 10:00,100.18,101.48,100.02,98.93
185,2026-05-19 10:30,98.85,98.85,97.01,97.06
186,2026-05-19 11:00,97.06,97.58,96.8,97.34
187,2026-05-19 11:30,97.43,98.29,97.34,98.03
188,2026-05-19 14:00,98.03,98.42,97.67,97.99
189,2026-05-19 14:30,97.98,98.1,97.51,97.94
190,2026-05-20 10:00,97.93,99.04,97.9,97.88
191,2026-05-20 10:30,97.63,97.98,96.64,97.7
192,2026-05-20 11:00,97.7,98.39,97.01,97.8
193,2026-05-20 11:30,97.78,99.9,97.47,99.7
194,2026-05-21 10:00,99.74,102.45,100.02,100.5
195,2026-05-21 10:30,100.33,101.2,99.83,100.08
196,2026-05-21 11:00,100.02,100.29,99.03,99.08
197,2026-05-21 11:30,99.18,99.61,98.2,98.21
198,2026-05-21 13:30,98.24,98.52,97.76,98.32
199,2026-05-21 14:00,98.11,98.11,97.17,97.18
200,2026-05-21 14:30,97.17,97.35,96.04,96.05
201,2026-05-21 15:00,96.05,96.31,94.44,94.8
202,2026-05-22 10:30,95.0,94.79,92.3,93.93
203,2026-05-22 13:30,93.93,95.2,94.26,94.54
204,2026-05-22 15:00,94.6,95.73,95.32,95.51
205,2026-05-25 11:00,95.45,92.8,91.35,92.49
206,2026-05-25 11:30,92.5,92.92,91.82,92.07
207,2026-05-25 13:30,92.07,92.76,91.66,92.1
208,2026-05-25 14:00,92.1,92.1,91.5,91.81
209,2026-05-26 11:00,91.8,93.05,92.0,91.55
210,2026-05-26 11:30,91.55,91.64,90.61,90.66
211,2026-05-26 14:30,90.66,90.66,89.64,90.74
212,2026-05-27 10:30,90.74,91.97,90.8,91.45
213,2026-05-27 11:00,91.53,91.83,90.75,90.89
214,2026-05-27 11:30,90.87,90.87,89.8,90.0
215,2026-05-27 13:30,90.0,90.17,89.69,89.95
216,2026-05-27 14:00,89.94,89.94,88.61,88.78
217,2026-05-27 14:30,88.78,89.15,88.13,88.98
218,2026-05-28 10:00,88.98,90.0,88.51,86.1
