zs_id,seg_type,x_left,x_right,y_bottom,y_top
1,pending_down,32,44,302.0,307.0
2,down,101,127,279.6000061035156,293.6000061035156
3,down,136,170,264.0,282.20001220703125
4,down,193,204,241.8000030517578,244.0
1,up,80,91,272.20001220703125,285.0
2,up,288,303,251.0,264.79998779296875
3,up,320,345,275.6000061035156,279.79998779296875
